Comment,Id,Language_Type,Part1,Part2b,Part2t,Ref_Name,Scope
,dcc,L,,,,Deccan,I
,dcr,E,,,,Negerhollands,I
,dda,E,,,,Dadi Dadi,I
,ddd,L,,,,Dongotono,I
,dde,L,,,,Doondo,I
,ddg,L,,,,Fataluku,I
,ddi,L,,,,West Goodenough,I
,ddj,L,,,,Jaru,I
,ddn,L,,,,Dendi (Benin),I
,ddo,L,,,,Dido,I
,ddr,E,,,,Dhudhuroa,I
,dds,L,,,,Donno So Dogon,I
,ddw,L,,,,Dawera-Daweloor,I
,dec,L,,,,Dagik,I
,ded,L,,,,Dedua,I
,dee,L,,,,Dewoin,I
,def,L,,,,Dezfuli,I
,deg,L,,,,Degema,I
,deh,L,,,,Dehwari,I
,dei,L,,,,Demisa,I
,del,L,,del,del,Delaware,M
,dem,L,,,,Dem,I
,den,L,,den,den,Slave (Athapascan),M
,dep,E,,,,Pidgin Delaware,I
,deq,L,,,,Dendi (Central African Republic),I
,der,L,,,,Deori,I
,des,L,,,,Desano,I
,deu,L,de,ger,deu,German,I
,dev,L,,,,Domung,I
,dez,L,,,,Dengese,I
,dga,L,,,,Southern Dagaare,I
,dgb,L,,,,Bunoge Dogon,I
,dgc,L,,,,Casiguran Dumagat Agta,I
,dgd,L,,,,Dagaari Dioula,I
,dge,L,,,,Degenan,I
,dgg,L,,,,Doga,I
,dgh,L,,,,Dghwede,I
,dgi,L,,,,Northern Dagara,I
,dgk,L,,,,Dagba,I
,dgl,L,,,,Andaandi,I
,dgn,E,,,,Dagoman,I
,dgo,L,,,,Dogri (individual language),I
,dgr,L,,dgr,dgr,Tlicho,I
,dgs,L,,,,Dogoso,I
,dgt,E,,,,Ndra'ngith,I
,dgw,E,,,,Daungwurrung,I
,dgx,L,,,,Doghoro,I
,dgz,L,,,,Daga,I
,dhd,L,,,,Dhundari,I
,dhg,L,,,,Dhangu-Djangu,I
,dhi,L,,,,Dhimal,I
,dhl,L,,,,Dhalandji,I
,dhm,L,,,,Zemba,I
,dhn,L,,,,Dhanki,I
,dho,L,,,,Dhodia,I
,dhr,L,,,,Dhargari,I
,dhs,L,,,,Dhaiso,I
,dhu,E,,,,Dhurga,I
,dhv,L,,,,Dehu,I
,dhw,L,,,,Dhanwar (Nepal),I
,dhx,L,,,,Dhungaloo,I
,dia,L,,,,Dia,I
,dib,L,,,,South Central Dinka,I
,dic,L,,,,Lakota Dida,I
,did,L,,,,Didinga,I
,dif,E,,,,Dieri,I
,dig,L,,,,Digo,I
,dih,L,,,,Kumiai,I
,dii,L,,,,Dimbong,I
,dij,L,,,,Dai,I
,dik,L,,,,Southwestern Dinka,I
,dil,L,,,,Dilling,I
,dim,L,,,,Dime,I
,din,L,,din,din,Dinka,M
,dio,L,,,,Dibo,I
,dip,L,,,,Northeastern Dinka,I
,diq,L,,,,Dimli (individual language),I
,dir,L,,,,Dirim,I
,dis,L,,,,Dimasa,I
,diu,L,,,,Diriku,I
,div,L,dv,div,div,Dhivehi,I
,diw,L,,,,Northwestern Dinka,I
,dix,L,,,,Dixon Reef,I
,diy,L,,,,Diuwe,I
,diz,L,,,,Ding,I
,dja,E,,,,Djadjawurrung,I
,djb,L,,,,Djinba,I
,djc,L,,,,Dar Daju Daju,I
,djd,L,,,,Djamindjung,I
,dje,L,,,,Zarma,I
,djf,E,,,,Djangun,I
,dji,L,,,,Djinang,I
,djj,L,,,,Djeebbana,I
,djk,L,,,,Eastern Maroon Creole,I
,djm,L,,,,Jamsay Dogon,I
,djn,L,,,,Jawoyn,I
,djo,L,,,,Jangkang,I
,djr,L,,,,Djambarrpuyngu,I
,dju,L,,,,Kapriman,I
,djw,E,,,,Djawi,I
,dka,L,,,,Dakpakha,I
,dkg,L,,,,Kadung,I
,dkk,L,,,,Dakka,I
,dkr,L,,,,Kuijau,I
,dks,L,,,,Southeastern Dinka,I
,dkx,L,,,,Mazagway,I
,dlg,L,,,,Dolgan,I
,dlk,L,,,,Dahalik,I
,dlm,E,,,,Dalmatian,I
,dln,L,,,,Darlong,I
,dma,L,,,,Duma,I
,dmb,L,,,,Mombo Dogon,I
,dmc,L,,,,Gavak,I
,dmd,E,,,,Madhi Madhi,I
,dme,L,,,,Dugwor,I
,dmf,E,,,,Medefaidrin,I
,dmg,L,,,,Upper Kinabatangan,I
,dmk,L,,,,Domaaki,I
,dml,L,,,,Dameli,I
,dmm,L,,,,Dama,I
,dmo,L,,,,Kemedzung,I
,dmr,L,,,,East Damar,I
,dms,L,,,,Dampelas,I
,dmu,L,,,,Dubu,I
,dmv,L,,,,Dumpas,I
,dmw,L,,,,Mudburra,I
,dmx,L,,,,Dema,I
,dmy,L,,,,Demta,I
,dna,L,,,,Upper Grand Valley Dani,I
,dnd,L,,,,Daonda,I
,dne,L,,,,Ndendeule,I
,dng,L,,,,Dungan,I
,dni,L,,,,Lower Grand Valley Dani,I
,dnj,L,,,,Dan,I
,dnk,L,,,,Dengka,I
,dnn,L,,,,Dzùùngoo,I
,dno,L,,,,Ndrulo,I
,dnr,L,,,,Danaru,I
,dnt,L,,,,Mid Grand Valley Dani,I
,dnu,L,,,,Danau,I
,dnv,L,,,,Danu,I
,dnw,L,,,,Western Dani,I
,dny,L,,,,Dení,I
,doa,L,,,,Dom,I
,dob,L,,,,Dobu,I
,doc,L,,,,Northern Dong,I
,doe,L,,,,Doe,I
,dof,L,,,,Domu,I
,doh,L,,,,Dong,I
,doi,L,,doi,doi,Dogri (macrolanguage),M
,dok,L,,,,Dondo,I
,dol,L,,,,Doso,I
,don,L,,,,Toura (Papua New Guinea),I
,doo,L,,,,Dongo,I
,dop,L,,,,Lukpa,I
,doq,L,,,,Dominican Sign Language,I
,dor,L,,,,Dori'o,I
,dos,L,,,,Dogosé,I
,dot,L,,,,Dass,I
,dov,L,,,,Dombe,I
,dow,L,,,,Doyayo,I
,dox,L,,,,Bussa,I
,doy,L,,,,Dompo,I
,doz,L,,,,Dorze,I
,dpp,L,,,,Papar,I
,drb,L,,,,Dair,I
,drc,L,,,,Minderico,I
,drd,L,,,,Darmiya,I
,dre,L,,,,Dolpo,I
,drg,L,,,,Rungus,I
,dri,L,,,,C'Lela,I
,drl,L,,,,Paakantyi,I
,drn,L,,,,West Damar,I
,dro,L,,,,Daro-Matu Melanau,I
,drq,E,,,,Dura,I
,drs,L,,,,Gedeo,I
,drt,L,,,,Drents,I
,dru,L,,,,Rukai,I
,dry,L,,,,Darai,I
,dsb,L,,dsb,dsb,Lower Sorbian,I
,dse,L,,,,Dutch Sign Language,I
,dsh,L,,,,Daasanach,I
,dsi,L,,,,Disa,I
,dsk,L,,,,Dokshi,I
,dsl,L,,,,Danish Sign Language,I
,dsn,E,,,,Dusner,I
,dso,L,,,,Desiya,I
,dsq,L,,,,Tadaksahak,I
,dsz,L,,,,Mardin Sign Language,I
,dta,L,,,,Daur,I
,dtb,L,,,,Labuk-Kinabatangan Kadazan,I
,dtd,L,,,,Ditidaht,I
,dth,E,,,,Adithinngithigh,I
,dti,L,,,,Ana Tinga Dogon,I
,dtk,L,,,,Tene Kan Dogon,I
,dtm,L,,,,Tomo Kan Dogon,I
,dtn,L,,,,Daatsʼíin,I
,dto,L,,,,Tommo So Dogon,I
,dtp,L,,,,Kadazan Dusun,I
,dtr,L,,,,Lotud,I
,dts,L,,,,Toro So Dogon,I
,dtt,L,,,,Toro Tegu Dogon,I
,dtu,L,,,,Tebul Ure Dogon,I
,dty,L,,,,Dotyali,I
,dua,L,,dua,dua,Duala,I
,dub,L,,,,Dubli,I
,duc,L,,,,Duna,I
,due,L,,,,Umiray Dumaget Agta,I
,duf,L,,,,Dumbea,I
,dug,L,,,,Duruma,I
,duh,L,,,,Dungra Bhil,I
,dui,L,,,,Dumun,I
,duk,L,,,,Uyajitaya,I
,dul,L,,,,Alabat Island Agta,I
,dum,H,,dum,dum,Middle Dutch (ca. 1050-1350),I
,dun,L,,,,Dusun Deyah,I
,duo,L,,,,Dupaninan Agta,I
,dup,L,,,,Duano,I
,duq,L,,,,Dusun Malang,I
,dur,L,,,,Dii,I
,dus,L,,,,Dumi,I
,duu,L,,,,Drung,I
,duv,L,,,,Duvle,I
,duw,L,,,,Dusun Witu,I
,dux,L,,,,Duungooma,I
,duy,E,,,,Dicamay Agta,I
,duz,E,,,,Duli-Gey,I
,dva,L,,,,Duau,I
,dwa,L,,,,Diri,I
,dwk,L,,,,Dawik Kui,I
,dwr,L,,,,Dawro,I
,dws,C,,,,Dutton World Speedwords,I
,dwu,L,,,,Dhuwal,I
,dww,L,,,,Dawawa,I
,dwy,L,,,,Dhuwaya,I
,dwz,L,,,,Dewas Rai,I
,dya,L,,,,Dyan,I
,dyb,E,,,,Dyaberdyaber,I
,dyd,E,,,,Dyugun,I
,dyg,E,,,,Villa Viciosa Agta,I
,dyi,L,,,,Djimini Senoufo,I
,dym,L,,,,Yanda Dom Dogon,I
,dyn,L,,,,Dyangadi,I
,dyo,L,,,,Jola-Fonyi,I
,dyr,L,,,,Dyarim,I
,dyu,L,,dyu,dyu,Dyula,I
,dyy,L,,,,Djabugay,I
,dza,L,,,,Tunzu,I
,dzd,L,,,,Daza,I
,dze,E,,,,Djiwarli,I
,dzg,L,,,,Dazaga,I
,dzl,L,,,,Dzalakha,I
,dzn,L,,,,Dzando,I
,dzo,L,dz,dzo,dzo,Dzongkha,I
,eaa,E,,,,Karenggapa,I
,ebc,L,,,,Beginci,I
,ebg,L,,,,Ebughu,I
,ebk,L,,,,Eastern Bontok,I
,ebo,L,,,,Teke-Ebo,I
,ebr,L,,,,Ebrié,I
,ebu,L,,,,Embu,I
,ecr,H,,,,Eteocretan,I
,ecs,L,,,,Ecuadorian Sign Language,I
,ecy,H,,,,Eteocypriot,I
,eee,L,,,,E,I
,efa,L,,,,Efai,I
,efe,L,,,,Efe,I
,efi,L,,efi,efi,Efik,I
,ega,L,,,,Ega,I
,egl,L,,,,Emilian,I
,egm,L,,,,Benamanga,I
,ego,L,,,,Eggon,I
,egy,H,,egy,egy,Egyptian (Ancient),I
,ehs,L,,,,Miyakubo Sign Language,I
,ehu,L,,,,Ehueun,I
,eip,L,,,,Eipomek,I
,eit,L,,,,Eitiep,I
,eiv,L,,,,Askopan,I
,eja,L,,,,Ejamat,I
,eka,L,,eka,eka,Ekajuk,I
,eke,L,,,,Ekit,I
,ekg,L,,,,Ekari,I
,eki,L,,,,Eki,I
,ekk,L,,,,Standard Estonian,I
,ekl,L,,,,Kol (Bangladesh),I
,ekm,L,,,,Elip,I
,eko,L,,,,Koti,I
,ekp,L,,,,Ekpeye,I
,ekr,L,,,,Yace,I
,eky,L,,,,Eastern Kayah,I
,ele,L,,,,Elepi,I
,elh,L,,,,El Hugeirat,I
,eli,E,,,,Nding,I
,elk,L,,,,Elkei,I
,ell,L,el,gre,ell,Modern Greek (1453-),I
,elm,L,,,,Eleme,I
,elo,L,,,,El Molo,I
,elu,L,,,,Elu,I
,elx,H,,elx,elx,Elamite,I
,ema,L,,,,Emai-Iuleha-Ora,I
,emb,L,,,,Embaloh,I
,eme,L,,,,Emerillon,I
,emg,L,,,,Eastern Meohang,I
,emi,L,,,,Mussau-Emira,I
,emk,L,,,,Eastern Maninkakan,I
,emm,E,,,,Mamulique,I
,emn,L,,,,Eman,I
,emp,L,,,,Northern Emberá,I
,emq,L,,,,Eastern Minyag,I
,ems,L,,,,Pacific Gulf Yupik,I
,emu,L,,,,Eastern Muria,I
,emw,L,,,,Emplawas,I
,emx,L,,,,Erromintxela,I
,emy,H,,,,Epigraphic Mayan,I
,emz,L,,,,Mbessa,I
,ena,L,,,,Apali,I
,enb,L,,,,Markweeta,I
,enc,L,,,,En,I
,end,L,,,,Ende,I
,enf,L,,,,Forest Enets,I
,eng,L,en,eng,eng,English,I
,enh,L,,,,Tundra Enets,I
,enl,L,,,,Enlhet,I
,enm,H,,enm,enm,Middle English (1100-1500),I
,enn,L,,,,Engenni,I
,eno,L,,,,Enggano,I
,enq,L,,,,Enga,I
,enr,L,,,,Emumu,I
,enu,L,,,,Enu,I
,env,L,,,,Enwan (Edo State),I
,enw,L,,,,Enwan (Akwa Ibom State),I
,enx,L,,,,Enxet,I
,eot,L,,,,Beti (Côte d'Ivoire),I
,epi,L,,,,Epie,I
,epo,C,eo,epo,epo,Esperanto,I
,era,L,,,,Eravallan,I
,erg,L,,,,Sie,I
,erh,L,,,,Eruwa,I
,eri,L,,,,Ogea,I
,erk,L,,,,South Efate,I
,ero,L,,,,Horpa,I
,err,E,,,,Erre,I
,ers,L,,,,Ersu,I
,ert,L,,,,Eritai,I
,erw,L,,,,Erokwanas,I
,ese,L,,,,Ese Ejja,I
,esg,L,,,,Aheri Gondi,I
,esh,L,,,,Eshtehardi,I
,esi,L,,,,North Alaskan Inupiatun,I
,esk,L,,,,Northwest Alaska Inupiatun,I
,esl,L,,,,Egypt Sign Language,I
,esm,E,,,,Esuma,I
,esn,L,,,,Salvadoran Sign Language,I
,eso,L,,,,Estonian Sign Language,I
,esq,E,,,,Esselen,I
,ess,L,,,,Central Siberian Yupik,I
,est,L,et,est,est,Estonian,M
,esu,L,,,,Central Yupik,I
,esy,L,,,,Eskayan,I
,etb,L,,,,Etebi,I
,etc,E,,,,Etchemin,I
,eth,L,,,,Ethiopian Sign Language,I
,etn,L,,,,Eton (Vanuatu),I
,eto,L,,,,Eton (Cameroon),I
,etr,L,,,,Edolo,I
,ets,L,,,,Yekhee,I
,ett,H,,,,Etruscan,I
,etu,L,,,,Ejagham,I
,etx,L,,,,Eten,I
,etz,L,,,,Semimi,I
,eud,E,,,,Eudeve,I
,eus,L,eu,baq,eus,Basque,I
,eve,L,,,,Even,I
,evh,L,,,,Uvbie,I
,evn,L,,,,Evenki,I
,ewe,L,ee,ewe,ewe,Ewe,I
,ewo,L,,ewo,ewo,Ewondo,I
,ext,L,,,,Extremaduran,I
,eya,E,,,,Eyak,I
,eyo,L,,,,Keiyo,I
,eza,L,,,,Ezaa,I
,eze,L,,,,Uzekwe,I
,faa,L,,,,Fasu,I
,fab,L,,,,Fa d'Ambu,I
,fad,L,,,,Wagi,I
,faf,L,,,,Fagani,I
,fag,L,,,,Finongan,I
,fah,L,,,,Baissa Fali,I
,fai,L,,,,Faiwol,I
,faj,L,,,,Faita,I
,fak,L,,,,Fang (Cameroon),I
,fal,L,,,,South Fali,I
,fam,L,,,,Fam,I
,fan,L,,fan,fan,Fang (Equatorial Guinea),I
,fao,L,fo,fao,fao,Faroese,I
,fap,L,,,,Paloor,I
,far,L,,,,Fataleka,I
,fas,L,fa,per,fas,Persian,M
,fat,L,,fat,fat,Fanti,I
,fau,L,,,,Fayu,I
,fax,L,,,,Fala,I
,fay,L,,,,Southwestern Fars,I
,faz,L,,,,Northwestern Fars,I
,fbl,L,,,,West Albay Bikol,I
,fcs,L,,,,Quebec Sign Language,I
,fer,L,,,,Feroge,I
,ffi,L,,,,Foia Foia,I
,ffm,L,,,,Maasina Fulfulde,I
,fgr,L,,,,Fongoro,I
,fia,L,,,,Nobiin,I
,fie,L,,,,Fyer,I
,fif,L,,,,Faifi,I
,fij,L,fj,fij,fij,Fijian,I
,fil,L,,fil,fil,Filipino,I
,fin,L,fi,fin,fin,Finnish,I
,fip,L,,,,Fipa,I
,fir,L,,,,Firan,I
,fit,L,,,,Tornedalen Finnish,I
,fiw,L,,,,Fiwaga,I
,fkk,L,,,,Kirya-Konzəl,I
,fkv,L,,,,Kven Finnish,I
,fla,L,,,,Kalispel-Pend d'Oreille,I
,flh,L,,,,Foau,I
,fli,L,,,,Fali,I
,fll,L,,,,North Fali,I
,fln,E,,,,Flinders Island,I
,flr,L,,,,Fuliiru,I
,fly,L,,,,Flaaitaal,I
,fmp,L,,,,Fe'fe',I
,fmu,L,,,,Far Western Muria,I
,fnb,L,,,,Fanbak,I
,fng,L,,,,Fanagalo,I
,fni,L,,,,Fania,I
,fod,L,,,,Foodo,I
,foi,L,,,,Foi,I
,fom,L,,,,Foma,I
,fon,L,,fon,fon,Fon,I
,for,L,,,,Fore,I
,fos,E,,,,Siraya,I
,fpe,L,,,,Fernando Po Creole English,I
,fqs,L,,,,Fas,I
,fra,L,fr,fre,fra,French,I
,frc,L,,,,Cajun French,I
,frd,L,,,,Fordata,I
,frk,H,,,,Frankish,I
,frm,H,,frm,frm,Middle French (ca. 1400-1600),I
,fro,H,,fro,fro,Old French (842-ca. 1400),I
,frp,L,,,,Arpitan,I
,frq,L,,,,Forak,I
,frr,L,,frr,frr,Northern Frisian,I
,frs,L,,frs,frs,Eastern Frisian,I
,frt,L,,,,Fortsenal,I
,fry,L,fy,fry,fry,Western Frisian,I
,fse,L,,,,Finnish Sign Language,I
,fsl,L,,,,French Sign Language,I
,fss,L,,,,Finland-Swedish Sign Language,I
,fub,L,,,,Adamawa Fulfulde,I
,fuc,L,,,,Pulaar,I
,fud,L,,,,East Futuna,I
,fue,L,,,,Borgu Fulfulde,I
,fuf,L,,,,Pular,I
,fuh,L,,,,Western Niger Fulfulde,I
,fui,L,,,,Bagirmi Fulfulde,I
,fuj,L,,,,Ko,I
,ful,L,ff,ful,ful,Fulah,M
,fum,L,,,,Fum,I
,fun,L,,,,Fulniô,I
,fuq,L,,,,Central-Eastern Niger Fulfulde,I
,fur,L,,fur,fur,Friulian,I
,fut,L,,,,Futuna-Aniwa,I
,fuu,L,,,,Furu,I
,fuv,L,,,,Nigerian Fulfulde,I
,fuy,L,,,,Fuyug,I
,fvr,L,,,,Fur,I
,fwa,L,,,,Fwâi,I
,fwe,L,,,,Fwe,I
,gaa,L,,gaa,gaa,Ga,I
,gab,L,,,,Gabri,I
,gac,L,,,,Mixed Great Andamanese,I
,gad,L,,,,Gaddang,I
,gae,L,,,,Guarequena,I
,gaf,L,,,,Gende,I
,gag,L,,,,Gagauz,I
,gah,L,,,,Alekano,I
,gai,L,,,,Borei,I
,gaj,L,,,,Gadsup,I
,gak,L,,,,Gamkonora,I
,gal,L,,,,Galolen,I
,gam,L,,,,Kandawo,I
,gan,L,,,,Gan Chinese,I
,gao,L,,,,Gants,I
,gap,L,,,,Gal,I
,gaq,L,,,,Gata',I
,gar,L,,,,Galeya,I
,gas,L,,,,Adiwasi Garasia,I
,gat,L,,,,Kenati,I
,gau,L,,,,Mudhili Gadaba,I
,gaw,L,,,,Nobonob,I
,gax,L,,,,Borana-Arsi-Guji Oromo,I
,gay,L,,gay,gay,Gayo,I
,gaz,L,,,,West Central Oromo,I
,gba,L,,gba,gba,Gbaya (Central African Republic),M
,gbb,L,,,,Kaytetye,I
,gbd,L,,,,Karajarri,I
,gbe,L,,,,Niksek,I
,gbf,L,,,,Gaikundi,I
,gbg,L,,,,Gbanziri,I
,gbh,L,,,,Defi Gbe,I
,gbi,L,,,,Galela,I
,gbj,L,,,,Bodo Gadaba,I
,gbk,L,,,,Gaddi,I
,gbl,L,,,,Gamit,I
,gbm,L,,,,Garhwali,I
,gbn,L,,,,Mo'da,I
,gbo,L,,,,Northern Grebo,I
,gbp,L,,,,Gbaya-Bossangoa,I
,gbq,L,,,,Gbaya-Bozoum,I
,gbr,L,,,,Gbagyi,I
,gbs,L,,,,Gbesi Gbe,I
,gbu,L,,,,Gagadu,I
,gbv,L,,,,Gbanu,I
,gbw,L,,,,Gabi-Gabi,I
,gbx,L,,,,Eastern Xwla Gbe,I
,gby,L,,,,Gbari,I
,gbz,L,,,,Zoroastrian Dari,I
,gcc,L,,,,Mali,I
,gcd,E,,,,Ganggalida,I
,gce,E,,,,Galice,I
,gcf,L,,,,Guadeloupean Creole French,I
,gcl,L,,,,Grenadian Creole English,I
,gcn,L,,,,Gaina,I
,gcr,L,,,,Guianese Creole French,I
,gct,L,,,,Colonia Tovar German,I
,gda,L,,,,Gade Lohar,I
,gdb,L,,,,Pottangi Ollar Gadaba,I
,gdc,E,,,,Gugu Badhun,I
,gdd,L,,,,Gedaged,I
,gde,L,,,,Gude,I
,gdf,L,,,,Guduf-Gava,I
,gdg,L,,,,Ga'dang,I
,gdh,L,,,,Gadjerawang,I
,gdi,L,,,,Gundi,I
,gdj,L,,,,Gurdjar,I
,gdk,L,,,,Gadang,I
,gdl,L,,,,Dirasha,I
,gdm,L,,,,Laal,I
,gdn,L,,,,Umanakaina,I
,gdo,L,,,,Ghodoberi,I
,gdq,L,,,,Mehri,I
,gdr,L,,,,Wipi,I
,gds,L,,,,Ghandruk Sign Language,I
,gdt,E,,,,Kungardutyi,I
,gdu,L,,,,Gudu,I
,gdx,L,,,,Godwari,I
,gea,L,,,,Geruma,I
,geb,L,,,,Kire,I
,gec,L,,,,Gboloo Grebo,I
,ged,L,,,,Gade,I
,gef,L,,,,Gerai,I
,geg,L,,,,Gengle,I
,geh,L,,,,Hutterite German,I
,gei,L,,,,Gebe,I
,gej,L,,,,Gen,I
,gek,L,,,,Ywom,I
,gel,L,,,,ut-Ma'in,I
,geq,L,,,,Geme,I
,ges,L,,,,Geser-Gorom,I
,gev,L,,,,Eviya,I
,gew,L,,,,Gera,I
,gex,L,,,,Garre,I
,gey,L,,,,Enya,I
,gez,H,,gez,gez,Geez,I
,gfk,L,,,,Patpatar,I
,gft,E,,,,Gafat,I
,gga,L,,,,Gao,I
,ggb,L,,,,Gbii,I
,ggd,E,,,,Gugadj,I
,gge,L,,,,Gurr-goni,I
,ggg,L,,,,Gurgula,I
,ggk,E,,,,Kungarakany,I
,ggl,L,,,,Ganglau,I
,ggt,L,,,,Gitua,I
,ggu,L,,,,Gagu,I
,ggw,L,,,,Gogodala,I
,gha,L,,,,Ghadamès,I
,ghc,H,,,,Hiberno-Scottish Gaelic,I
,ghe,L,,,,Southern Ghale,I
,ghh,L,,,,Northern Ghale,I
,ghk,L,,,,Geko Karen,I
,ghl,L,,,,Ghulfan,I
,ghn,L,,,,Ghanongga,I
,gho,L,,,,Ghomara,I
,ghr,L,,,,Ghera,I
,ghs,L,,,,Guhu-Samane,I
,ght,L,,,,Kuke,I
,gia,L,,,,Kija,I
,gib,L,,,,Gibanawa,I
,gic,L,,,,Gail,I
,gid,L,,,,Gidar,I
,gie,L,,,,Gaɓogbo,I
,gig,L,,,,Goaria,I
,gih,L,,,,Githabul,I
,gii,L,,,,Girirra,I
,gil,L,,gil,gil,Gilbertese,I
,gim,L,,,,Gimi (Eastern Highlands),I
,gin,L,,,,Hinukh,I
,gip,L,,,,Gimi (West New Britain),I
,giq,L,,,,Green Gelao,I
,gir,L,,,,Red Gelao,I
,gis,L,,,,North Giziga,I
,git,L,,,,Gitxsan,I
,giu,L,,,,Mulao,I
,giw,L,,,,White Gelao,I
,gix,L,,,,Gilima,I
,giy,L,,,,Giyug,I
,giz,L,,,,South Giziga,I
,gjk,L,,,,Kachi Koli,I
,gjm,E,,,,Gunditjmara,I
,gjn,L,,,,Gonja,I
,gjr,L,,,,Gurindji Kriol,I
,gju,L,,,,Gujari,I
,gka,L,,,,Guya,I
,gkd,L,,,,Magɨ (Madang Province),I
,gke,L,,,,Ndai,I
,gkn,L,,,,Gokana,I
,gko,E,,,,Kok-Nar,I
,gkp,L,,,,Guinea Kpelle,I
,gku,E,,,,ǂUngkue,I
,gla,L,gd,gla,gla,Scottish Gaelic,I
,glb,L,,,,Belning,I
,glc,L,,,,Bon Gula,I
,gld,L,,,,Nanai,I
,gle,L,ga,gle,gle,Irish,I
,glg,L,gl,glg,glg,Galician,I
,glh,L,,,,Northwest Pashai,I
,glj,L,,,,Gula Iro,I
,glk,L,,,,Gilaki,I
,gll,E,,,,Garlali,I
,glo,L,,,,Galambu,I
,glr,L,,,,Glaro-Twabo,I
,glu,L,,,,Gula (Chad),I
,glv,L,gv,glv,glv,Manx,I
,glw,L,,,,Glavda,I
,gly,E,,,,Gule,I
,gma,E,,,,Gambera,I
,gmb,L,,,,Gula'alaa,I
,gmd,L,,,,Mághdì,I
,gmg,L,,,,Magɨyi,I
,gmh,H,,gmh,gmh,Middle High German (ca. 1050-1500),I
,gml,H,,,,Middle Low German,I
,gmm,L,,,,Gbaya-Mbodomo,I
,gmn,L,,,,Gimnime,I
,gmr,L,,,,Mirning,I
,gmu,L,,,,Gumalu,I
,gmv,L,,,,Gamo,I
,gmx,L,,,,Magoma,I
,gmy,H,,,,Mycenaean Greek,I
,gmz,L,,,,Mgbolizhia,I
,gna,L,,,,Kaansa,I
,gnb,L,,,,Gangte,I
,gnc,E,,,,Guanche,I
,gnd,L,,,,Zulgo-Gemzek,I
,gne,L,,,,Ganang,I
,gng,L,,,,Ngangam,I
,gnh,L,,,,Lere,I
,gni,L,,,,Gooniyandi,I
,gnj,L,,,,Ngen,I
,gnk,L,,,,ǁGana,I
,gnl,E,,,,Gangulu,I
,gnm,L,,,,Ginuman,I
,gnn,L,,,,Gumatj,I
,gno,L,,,,Northern Gondi,I
,gnq,L,,,,Gana,I
,gnr,E,,,,Gureng Gureng,I
,gnt,L,,,,Guntai,I
,gnu,L,,,,Gnau,I
,gnw,L,,,,Western Bolivian Guaraní,I
,gnz,L,,,,Ganzi,I
,goa,L,,,,Guro,I
,gob,L,,,,Playero,I
,goc,L,,,,Gorakor,I
,god,L,,,,Godié,I
,goe,L,,,,Gongduk,I
,gof,L,,,,Gofa,I
,gog,L,,,,Gogo,I
,goh,H,,goh,goh,Old High German (ca. 750-1050),I
,goi,L,,,,Gobasi,I
,goj,L,,,,Gowlan,I
,gok,L,,,,Gowli,I
,gol,L,,,,Gola,I
,gom,L,,,,Goan Konkani,I
,gon,L,,gon,gon,Gondi,M
,goo,L,,,,Gone Dau,I
,gop,L,,,,Yeretuar,I
,goq,L,,,,Gorap,I
,gor,L,,gor,gor,Gorontalo,I
,gos,L,,,,Gronings,I
,got,H,,got,got,Gothic,I
,gou,L,,,,Gavar,I
,gov,L,,,,Goo,I
,gow,L,,,,Gorowa,I
,gox,L,,,,Gobu,I
,goy,L,,,,Goundo,I
,goz,L,,,,Gozarkhani,I
,gpa,L,,,,Gupa-Abawa,I
,gpe,L,,,,Ghanaian Pidgin English,I
,gpn,L,,,,Taiap,I
,gqa,L,,,,Ga'anda,I
,gqi,L,,,,Guiqiong,I
,gqn,E,,,,Guana (Brazil),I
,gqr,L,,,,Gor,I
,gqu,L,,,,Qau,I
,gra,L,,,,Rajput Garasia,I
,grb,L,,grb,grb,Grebo,M
,grc,H,,grc,grc,Ancient Greek (to 1453),I
,grd,L,,,,Guruntum-Mbaaru,I
,grg,L,,,,Madi,I
,grh,L,,,,Gbiri-Niragu,I
,gri,L,,,,Ghari,I
,grj,L,,,,Southern Grebo,I
,grm,L,,,,Kota Marudu Talantang,I
,grn,L,gn,grn,grn,Guarani,M
,gro,L,,,,Groma,I
,grq,L,,,,Gorovu,I
,grr,L,,,,Taznatit,I
,grs,L,,,,Gresi,I
,grt,L,,,,Garo,I
,gru,L,,,,Kistane,I
,grv,L,,,,Central Grebo,I
,grw,L,,,,Gweda,I
,grx,L,,,,Guriaso,I
,gry,L,,,,Barclayville Grebo,I
,grz,L,,,,Guramalum,I
,gse,L,,,,Ghanaian Sign Language,I
,gsg,L,,,,German Sign Language,I
,gsl,L,,,,Gusilay,I
,gsm,L,,,,Guatemalan Sign Language,I
,gsn,L,,,,Nema,I
,gso,L,,,,Southwest Gbaya,I
,gsp,L,,,,Wasembo,I
,gss,L,,,,Greek Sign Language,I
,gsw,L,,gsw,gsw,Swiss German,I
,gta,L,,,,Guató,I
,gtu,E,,,,Aghu-Tharnggala,I
,gua,L,,,,Shiki,I
,gub,L,,,,Guajajára,I
,guc,L,,,,Wayuu,I
,gud,L,,,,Yocoboué Dida,I
,gue,L,,,,Gurindji,I
,guf,L,,,,Gupapuyngu,I
,gug,L,,,,Paraguayan Guaraní,I
,guh,L,,,,Guahibo,I
,gui,L,,,,Eastern Bolivian Guaraní,I
