Id,Inverted_Name,Print_Name
bls,Balaesang,Balaesang
blt,Tai Dam,Tai Dam
blv,Bolo,Bolo
blv,Kibala,Kibala
blw,Balangao,Balangao
blx,"Ayta, Mag-Indi",Mag-Indi Ayta
bly,Notre,Notre
blz,Balantak,Balantak
bma,Lame,Lame
bmb,Bembe,Bembe
bmc,Biem,Biem
bmd,"Manduri, Baga",Baga Manduri
bme,Limassa,Limassa
bmf,Bom-Kim,Bom-Kim
bmg,Bamwe,Bamwe
bmh,Kein,Kein
bmi,Bagirmi,Bagirmi
bmj,Bote-Majhi,Bote-Majhi
bmk,Ghayavi,Ghayavi
bml,Bomboli,Bomboli
bmm,"Malagasy, Northern Betsimisaraka",Northern Betsimisaraka Malagasy
bmn,Bina (Papua New Guinea),Bina (Papua New Guinea)
bmo,Bambalang,Bambalang
bmp,Bulgebi,Bulgebi
bmq,Bomu,Bomu
bmr,Muinane,Muinane
bms,"Kanuri, Bilma",Bilma Kanuri
bmt,Biao Mon,Biao Mon
bmu,Somba-Siawari,Somba-Siawari
bmv,Bum,Bum
bmw,Bomwali,Bomwali
bmx,Baimak,Baimak
bmz,Baramu,Baramu
bna,Bonerate,Bonerate
bnb,Bookan,Bookan
bnc,Bontok,Bontok
bnd,Banda (Indonesia),Banda (Indonesia)
bne,Bintauna,Bintauna
bnf,Masiwang,Masiwang
bng,Benga,Benga
bni,Bangi,Bangi
bnj,"Tawbuid, Eastern",Eastern Tawbuid
bnk,Bierebo,Bierebo
bnl,Boon,Boon
bnm,Batanga,Batanga
bnn,Bunun,Bunun
bno,Bantoanon,Bantoanon
bnp,Bola,Bola
bnq,Bantik,Bantik
bnr,Butmas-Tur,Butmas-Tur
bns,Bundeli,Bundeli
bnu,Bentong,Bentong
bnv,Beneraf,Beneraf
bnv,Bonerif,Bonerif
bnv,Edwas,Edwas
bnw,Bisis,Bisis
bnx,Bangubangu,Bangubangu
bny,Bintulu,Bintulu
bnz,Beezen,Beezen
boa,Bora,Bora
bob,Aweer,Aweer
bod,Tibetan,Tibetan
boe,Mundabli,Mundabli
bof,Bolon,Bolon
bog,Bamako Sign Language,Bamako Sign Language
boh,Boma,Boma
boi,Barbareño,Barbareño
boj,Anjam,Anjam
bok,Bonjo,Bonjo
bol,Bole,Bole
bom,Berom,Berom
bon,Bine,Bine
boo,"Bozo, Tiemacèwè",Tiemacèwè Bozo
bop,Bonkiman,Bonkiman
boq,Bogaya,Bogaya
bor,Borôro,Borôro
bos,Bosnian,Bosnian
bot,Bongo,Bongo
bou,Bondei,Bondei
bov,Tuwuli,Tuwuli
bow,Rema,Rema
box,Buamu,Buamu
boy,Bodo (Central African Republic),Bodo (Central African Republic)
boz,"Bozo, Tiéyaxo",Tiéyaxo Bozo
bpa,Daakaka,Daakaka
bpc,Mbuk,Mbuk
bpd,Banda-Banda,Banda-Banda
bpe,Bauni,Bauni
bpg,Bonggo,Bonggo
bph,Botlikh,Botlikh
bpi,Bagupi,Bagupi
bpj,Binji,Binji
bpk,'Ôrôê,'Ôrôê
bpk,Orowe,Orowe
bpl,Broome Pearling Lugger Pidgin,Broome Pearling Lugger Pidgin
bpm,Biyom,Biyom
bpn,Dzao Min,Dzao Min
bpo,Anasi,Anasi
bpp,Kaure,Kaure
bpq,"Malay, Banda",Banda Malay
bpr,"Blaan, Koronadal",Koronadal Blaan
bps,"Blaan, Sarangani",Sarangani Blaan
bpt,Barrow Point,Barrow Point
bpu,Bongu,Bongu
bpv,"Marind, Bian",Bian Marind
bpw,Bo (Papua New Guinea),Bo (Papua New Guinea)
bpx,"Bareli, Palya",Palya Bareli
bpy,Bishnupriya,Bishnupriya
bpz,Bilba,Bilba
bqa,Tchumbuli,Tchumbuli
bqb,Bagusa,Bagusa
bqc,Boko (Benin),Boko (Benin)
bqc,Boo,Boo
bqd,Bung,Bung
bqf,Baga Kaloum,Baga Kaloum
bqg,Bago-Kusuntu,Bago-Kusuntu
bqh,Baima,Baima
bqi,Bakhtiari,Bakhtiari
bqj,Bandial,Bandial
bqk,Banda-Mbrès,Banda-Mbrès
bql,Bilakura,Bilakura
bql,Karian,Karian
bqm,Wumboko,Wumboko
bqn,Bulgarian Sign Language,Bulgarian Sign Language
bqo,Balo,Balo
bqp,Busa,Busa
bqq,Biritai,Biritai
bqr,Burusu,Burusu
bqs,Bosngun,Bosngun
bqt,Bamukumbit,Bamukumbit
bqu,Boguru,Boguru
bqv,Begbere-Ejar,Begbere-Ejar
bqv,Koro Wachi,Koro Wachi
bqw,Buru (Nigeria),Buru (Nigeria)
bqx,Baangi,Baangi
bqy,Bengkala Sign Language,Bengkala Sign Language
bqz,Bakaka,Bakaka
bra,Braj,Braj
brb,Brao,Brao
brb,Lave,Lave
brc,"Creole Dutch, Berbice",Berbice Creole Dutch
brd,Baraamu,Baraamu
bre,Breton,Breton
brf,Bira,Bira
brg,Baure,Baure
brh,Brahui,Brahui
bri,Mokpwe,Mokpwe
brj,Bieria,Bieria
brk,Birked,Birked
brl,Birwa,Birwa
brm,Barambu,Barambu
brn,Boruca,Boruca
bro,Brokkat,Brokkat
brp,Barapasi,Barapasi
brq,Breri,Breri
brr,Birao,Birao
brs,Baras,Baras
brt,Bitare,Bitare
bru,"Bru, Eastern",Eastern Bru
brv,"Bru, Western",Western Bru
brw,Bellari,Bellari
brx,Bodo (India),Bodo (India)
bry,Burui,Burui
brz,Bilbil,Bilbil
bsa,Abinomn,Abinomn
bsb,"Bisaya, Brunei",Brunei Bisaya
bsc,Bassari,Bassari
bsc,Oniyan,Oniyan
bse,Wushi,Wushi
bsf,Bauchi,Bauchi
bsg,Bashkardi,Bashkardi
bsh,Kati,Kati
bsi,Bassossi,Bassossi
bsj,Bangwinji,Bangwinji
bsk,Burushaski,Burushaski
bsl,Basa-Gumna,Basa-Gumna
bsm,Busami,Busami
bsn,Barasana-Eduria,Barasana-Eduria
bso,Buso,Buso
bsp,Baga Sitemu,Baga Sitemu
bsq,Bassa,Bassa
bsr,Bassa-Kontagora,Bassa-Kontagora
bss,Akoose,Akoose
bst,Basketo,Basketo
bsu,Bahonsuai,Bahonsuai
bsv,Baga Sobané,Baga Sobané
bsw,Baiso,Baiso
bsx,Yangkam,Yangkam
bsy,"Bisaya, Sabah",Sabah Bisaya
bta,Bata,Bata
btc,Bati (Cameroon),Bati (Cameroon)
btd,Batak Dairi,Batak Dairi
bte,Gamo-Ningi,Gamo-Ningi
btf,Birgit,Birgit
btg,"Bété, Gagnoa",Gagnoa Bété
bth,"Bidayuh, Biatah",Biatah Bidayuh
bti,Burate,Burate
btj,"Malay, Bacanese",Bacanese Malay
btm,Batak Mandailing,Batak Mandailing
btn,Ratagnon,Ratagnon
bto,"Bikol, Rinconada",Rinconada Bikol
btp,Budibud,Budibud
btq,Batek,Batek
btr,Baetora,Baetora
bts,Batak Simalungun,Batak Simalungun
btt,Bete-Bendi,Bete-Bendi
btu,Batu,Batu
btv,Bateri,Bateri
btw,Butuanon,Butuanon
btx,Batak Karo,Batak Karo
bty,Bobot,Bobot
btz,Batak Alas-Kluet,Batak Alas-Kluet
bua,Buriat,Buriat
bub,Bua,Bua
buc,Bushi,Bushi
bud,Ntcham,Ntcham
bue,Beothuk,Beothuk
buf,Bushoong,Bushoong
bug,Buginese,Buginese
buh,"Bunu, Younuo",Younuo Bunu
bui,Bongili,Bongili
buj,Basa-Gurmana,Basa-Gurmana
buk,Bugawac,Bugawac
bul,Bulgarian,Bulgarian
bum,Bulu (Cameroon),Bulu (Cameroon)
bun,Sherbro,Sherbro
buo,Terei,Terei
bup,Busoa,Busoa
buq,Brem,Brem
bus,Bokobaru,Bokobaru
but,Bungain,Bungain
buu,Budu,Budu
buv,Bun,Bun
buw,Bubi,Bubi
bux,Boghom,Boghom
buy,Bullom So,Bullom So
buz,Bukwen,Bukwen
bva,Barein,Barein
bvb,Bube,Bube
bvc,Baelelea,Baelelea
bvd,Baeggu,Baeggu
bve,"Malay, Berau",Berau Malay
bvf,Boor,Boor
bvg,Bonkeng,Bonkeng
bvh,Bure,Bure
bvi,Belanda Viri,Belanda Viri
bvj,Baan,Baan
bvk,Bukat,Bukat
bvl,Bolivian Sign Language,Bolivian Sign Language
bvm,Bamunka,Bamunka
bvn,Buna,Buna
bvo,Bolgo,Bolgo
bvp,Bumang,Bumang
bvq,Birri,Birri
bvr,Burarra,Burarra
bvt,Bati (Indonesia),Bati (Indonesia)
bvu,"Malay, Bukit",Bukit Malay
bvv,Baniva,Baniva
bvw,Boga,Boga
bvx,Dibole,Dibole
bvy,Baybayanon,Baybayanon
bvz,Bauzi,Bauzi
bwa,Bwatoo,Bwatoo
bwb,Namosi-Naitasiri-Serua,Namosi-Naitasiri-Serua
bwc,Bwile,Bwile
bwd,Bwaidoka,Bwaidoka
bwe,"Karen, Bwe",Bwe Karen
bwf,Boselewa,Boselewa
bwg,Barwe,Barwe
bwh,Bishuo,Bishuo
bwi,Baniwa,Baniwa
bwj,"Bwamu, Láá Láá",Láá Láá Bwamu
bwk,Bauwaki,Bauwaki
bwl,Bwela,Bwela
bwm,Biwat,Biwat
bwn,"Bunu, Wunai",Wunai Bunu
bwo,Borna (Ethiopia),Borna (Ethiopia)
bwo,Boro (Ethiopia),Boro (Ethiopia)
bwp,Mandobo Bawah,Mandobo Bawah
bwq,"Bobo Madaré, Southern",Southern Bobo Madaré
bwr,Bura-Pabir,Bura-Pabir
bws,Bomboma,Bomboma
bwt,Bafaw-Balong,Bafaw-Balong
bwu,Buli (Ghana),Buli (Ghana)
bww,Bwa,Bwa
bwx,"Bunu, Bu-Nao",Bu-Nao Bunu
bwy,"Bwamu, Cwi",Cwi Bwamu
bwz,Bwisi,Bwisi
bxa,Tairaha,Tairaha
bxb,"Bor, Belanda",Belanda Bor
bxc,Molengue,Molengue
bxd,Pela,Pela
bxe,Birale,Birale
bxf,Bilur,Bilur
bxf,Minigir,Minigir
bxg,Bangala,Bangala
bxh,Buhutu,Buhutu
bxi,Pirlatapa,Pirlatapa
bxj,Bayungu,Bayungu
bxk,Bukusu,Bukusu
bxk,Lubukusu,Lubukusu
bxl,Jalkunan,Jalkunan
bxm,"Buriat, Mongolia",Mongolia Buriat
bxn,Burduna,Burduna
bxo,Barikanchi,Barikanchi
bxp,Bebil,Bebil
bxq,Beele,Beele
bxr,"Buriat, Russia",Russia Buriat
bxs,Busam,Busam
bxu,"Buriat, China",China Buriat
bxv,Berakou,Berakou
bxw,Bankagooma,Bankagooma
bxz,Binahari,Binahari
bya,Batak,Batak
byb,Bikya,Bikya
byc,Ubaghara,Ubaghara
byd,Benyadu',Benyadu'
bye,Pouye,Pouye
byf,Bete,Bete
byg,Baygo,Baygo
byh,Bhujel,Bhujel
byi,Buyu,Buyu
byj,Bina (Nigeria),Bina (Nigeria)
byk,Biao,Biao
byl,Bayono,Bayono
bym,Bidjara,Bidjara
byn,Bilin,Bilin
byn,Blin,Blin
byo,Biyo,Biyo
byp,Bumaji,Bumaji
byq,Basay,Basay
byr,Baruya,Baruya
byr,Yipma,Yipma
bys,Burak,Burak
byt,Berti,Berti
byv,Medumba,Medumba
byw,Belhariya,Belhariya
byx,Qaqet,Qaqet
byz,Banaro,Banaro
bza,Bandi,Bandi
bzb,Andio,Andio
bzc,"Malagasy, Southern Betsimisaraka",Southern Betsimisaraka Malagasy
bzd,Bribri,Bribri
bze,"Bozo, Jenaama",Jenaama Bozo
bzf,Boikin,Boikin
bzg,Babuza,Babuza
bzh,"Buang, Mapos",Mapos Buang
bzi,Bisu,Bisu
bzj,"Kriol English, Belize",Belize Kriol English
bzk,"Creole English, Nicaragua",Nicaragua Creole English
bzl,Boano (Sulawesi),Boano (Sulawesi)
bzm,Bolondo,Bolondo
bzn,Boano (Maluku),Boano (Maluku)
bzo,Bozaba,Bozaba
bzp,Kemberano,Kemberano
bzq,Buli (Indonesia),Buli (Indonesia)
bzr,Biri,Biri
bzs,Brazilian Sign Language,Brazilian Sign Language
bzt,Brithenig,Brithenig
bzu,Burmeso,Burmeso
bzv,Naami,Naami
bzw,Basa (Nigeria),Basa (Nigeria)
bzx,"Bozo, Kɛlɛngaxo",Kɛlɛngaxo Bozo
bzy,Obanliku,Obanliku
bzz,Evant,Evant
caa,Chortí,Chortí
cab,Garifuna,Garifuna
cac,Chuj,Chuj
cad,Caddo,Caddo
cae,Laalaa,Laalaa
cae,Lehar,Lehar
caf,"Carrier, Southern",Southern Carrier
cag,Nivaclé,Nivaclé
cah,Cahuarano,Cahuarano
caj,Chané,Chané
cak,Cakchiquel,Cakchiquel
cak,Kaqchikel,Kaqchikel
cal,Carolinian,Carolinian
cam,Cemuhî,Cemuhî
can,Chambri,Chambri
cao,Chácobo,Chácobo
cap,Chipaya,Chipaya
caq,"Nicobarese, Car",Car Nicobarese
car,"Carib, Galibi",Galibi Carib
cas,Tsimané,Tsimané
cat,Catalan,Catalan
cat,Valencian,Valencian
cav,Cavineña,Cavineña
caw,Callawalla,Callawalla
cax,Chiquitano,Chiquitano
cay,Cayuga,Cayuga
caz,Canichana,Canichana
cbb,Cabiyarí,Cabiyarí
cbc,Carapana,Carapana
cbd,Carijona,Carijona
cbg,Chimila,Chimila
cbi,Chachi,Chachi
cbj,Ede Cabe,Ede Cabe
cbk,Chavacano,Chavacano
cbl,"Chin, Bualkhaw",Bualkhaw Chin
cbn,Nyahkur,Nyahkur
cbo,Izora,Izora
cbq,Cuba,Cuba
cbq,Tsucuba,Tsucuba
cbr,Cashibo-Cacataibo,Cashibo-Cacataibo
cbs,Cashinahua,Cashinahua
cbt,Chayahuita,Chayahuita
cbu,Candoshi-Shapra,Candoshi-Shapra
cbv,Cacua,Cacua
cbw,Kinabalian,Kinabalian
cby,Carabayo,Carabayo
ccc,Chamicuro,Chamicuro
ccd,"Creole, Cafundo",Cafundo Creole
cce,Chopi,Chopi
ccg,"Daka, Samba",Samba Daka
cch,Atsam,Atsam
ccj,Kasanga,Kasanga
ccl,Cutchi-Swahili,Cutchi-Swahili
ccm,"Creole Malay, Malaccan",Malaccan Creole Malay
cco,"Chinantec, Comaltepec",Comaltepec Chinantec
ccp,Chakma,Chakma
ccr,Cacaopera,Cacaopera
cda,Choni,Choni
cde,Chenchu,Chenchu
cdf,Chiru,Chiru
cdh,Chambeali,Chambeali
cdi,Chodri,Chodri
cdj,Churahi,Churahi
cdm,Chepang,Chepang
cdn,Chaudangsi,Chaudangsi
cdo,"Chinese, Min Dong",Min Dong Chinese
cdr,Cinda-Regi-Tiyal,Cinda-Regi-Tiyal
cds,Chadian Sign Language,Chadian Sign Language
cdy,Chadong,Chadong
cdz,Koda,Koda
cea,"Chehalis, Lower",Lower Chehalis
ceb,Cebuano,Cebuano
ceg,Chamacoco,Chamacoco
cek,"Chin, Eastern Khumi",Eastern Khumi Chin
cen,Cen,Cen
ces,Czech,Czech
cet,Centúúm,Centúúm
cey,"Chin, Ekai",Ekai Chin
cfa,Dijim-Bwilim,Dijim-Bwilim
cfd,Cara,Cara
cfg,Como Karim,Como Karim
cfm,"Chin, Falam",Falam Chin
cga,Changriwa,Changriwa
cgc,Kagayanen,Kagayanen
cgg,Chiga,Chiga
cgk,Chocangacakha,Chocangacakha
cha,Chamorro,Chamorro
chb,Chibcha,Chibcha
chc,Catawba,Catawba
chd,"Chontal, Highland Oaxaca",Highland Oaxaca Chontal
che,Chechen,Chechen
chf,"Chontal, Tabasco",Tabasco Chontal
chg,Chagatai,Chagatai
chh,Chinook,Chinook
chj,"Chinantec, Ojitlán",Ojitlán Chinantec
chk,Chuukese,Chuukese
chl,Cahuilla,Cahuilla
chm,Mari (Russia),Mari (Russia)
chn,Chinook jargon,Chinook jargon
cho,Choctaw,Choctaw
chp,Chipewyan,Chipewyan
chp,Dene Suline,Dene Suline
chq,"Chinantec, Quiotepec",Quiotepec Chinantec
chr,Cherokee,Cherokee
cht,Cholón,Cholón
chu,"Slavic, Church",Church Slavic
chu,"Slavonic, Church",Church Slavonic
chu,"Bulgarian, Old",Old Bulgarian
chu,"Slavonic, Old Church",Old Church Slavonic
chu,"Slavonic, Old",Old Slavonic
chv,Chuvash,Chuvash
chw,Chuwabu,Chuwabu
chx,Chantyal,Chantyal
chy,Cheyenne,Cheyenne
chz,"Chinantec, Ozumacín",Ozumacín Chinantec
cia,Cia-Cia,Cia-Cia
cib,"Gbe, Ci",Ci Gbe
cic,Chickasaw,Chickasaw
cid,Chimariko,Chimariko
cie,Cineni,Cineni
cih,Chinali,Chinali
cik,"Kinnauri, Chitkuli",Chitkuli Kinnauri
cim,Cimbrian,Cimbrian
cin,Cinta Larga,Cinta Larga
cip,Chiapanec,Chiapanec
cir,Haméa,Haméa
cir,Méa,Méa
cir,Tiri,Tiri
ciw,Chippewa,Chippewa
ciy,Chaima,Chaima
cja,"Cham, Western",Western Cham
cje,Chru,Chru
cjh,"Chehalis, Upper",Upper Chehalis
cji,Chamalal,Chamalal
cjk,Chokwe,Chokwe
cjm,"Cham, Eastern",Eastern Cham
cjn,Chenapian,Chenapian
cjo,Ashéninka Pajonal,Ashéninka Pajonal
cjp,Cabécar,Cabécar
cjs,Shor,Shor
cjv,Chuave,Chuave
cjy,"Chinese, Jinyu",Jinyu Chinese
ckb,"Kurdish, Central",Central Kurdish
ckh,Chak,Chak
ckl,Cibak,Cibak
ckm,Chakavian,Chakavian
ckn,"Chin, Kaang",Kaang Chin
cko,Anufo,Anufo
ckq,Kajakse,Kajakse
ckr,Kairak,Kairak
cks,Tayo,Tayo
ckt,Chukot,Chukot
cku,Koasati,Koasati
ckv,Kavalan,Kavalan
ckx,Caka,Caka
cky,Cakfem-Mushere,Cakfem-Mushere
ckz,Cakchiquel-Quiché Mixed Language,Cakchiquel-Quiché Mixed Language
cla,Ron,Ron
clc,Chilcotin,Chilcotin
clc,Tsilhqot’in,Tsilhqot’in
cld,"Neo-Aramaic, Chaldean",Chaldean Neo-Aramaic
cle,"Chinantec, Lealao",Lealao Chinantec
clh,Chilisso,Chilisso
cli,Chakali,Chakali
clj,"Chin, Laitu",Laitu Chin
clk,Idu-Mishmi,Idu-Mishmi
cll,Chala,Chala
clm,Clallam,Clallam
clm,Klallam,Klallam
clo,"Chontal, Lowland Oaxaca",Lowland Oaxaca Chontal
cls,Classical Sanskrit,Classical Sanskrit
clt,"Chin, Lautu",Lautu Chin
clu,Caluyanun,Caluyanun
clw,Chulym,Chulym
cly,"Chatino, Eastern Highland",Eastern Highland Chatino
cma,Maa,Maa
cme,Cerma,Cerma
cmg,"Mongolian, Classical",Classical Mongolian
cmi,Emberá-Chamí,Emberá-Chamí
cml,Campalagian,Campalagian
cmm,Michigamea,Michigamea
cmn,"Chinese, Mandarin",Mandarin Chinese
cmo,"Mnong, Central",Central Mnong
cmr,"Chin, Mro-Khimi",Mro-Khimi Chin
cms,Messapic,Messapic
cmt,Camtho,Camtho
cna,Changthang,Changthang
cnb,"Chin, Chinbon",Chinbon Chin
cnc,Côông,Côông
cng,"Qiang, Northern",Northern Qiang
cnh,"Chin, Haka",Haka Chin
cnh,"Chin, Hakha",Hakha Chin
cni,Asháninka,Asháninka
cnk,"Chin, Khumi",Khumi Chin
cnl,"Chinantec, Lalana",Lalana Chinantec
cno,Con,Con
cnp,"Chinese, Northern Ping",Northern Ping Chinese
cnp,"Pinghua, Northern",Northern Pinghua
cnq,Chung,Chung
cnr,Montenegrin,Montenegrin
cns,"Asmat, Central",Central Asmat
cnt,"Chinantec, Tepetotutla",Tepetotutla Chinantec
cnu,Chenoua,Chenoua
cnw,"Chin, Ngawn",Ngawn Chin
cnx,"Cornish, Middle",Middle Cornish
coa,"Malay, Cocos Islands",Cocos Islands Malay
cob,Chicomuceltec,Chicomuceltec
coc,Cocopa,Cocopa
cod,Cocama-Cocamilla,Cocama-Cocamilla
coe,Koreguaje,Koreguaje
cof,Colorado,Colorado
cog,Chong,Chong
coh,Chichonyi-Chidzihana-Chikauma,Chichonyi-Chidzihana-Chikauma
coh,Chonyi-Dzihana-Kauma,Chonyi-Dzihana-Kauma
coj,Cochimi,Cochimi
cok,"Cora, Santa Teresa",Santa Teresa Cora
col,Columbia-Wenatchi,Columbia-Wenatchi
com,Comanche,Comanche
con,Cofán,Cofán
coo,Comox,Comox
cop,Coptic,Coptic
coq,Coquille,Coquille
cor,Cornish,Cornish
cos,Corsican,Corsican
cot,Caquinte,Caquinte
cou,Wamey,Wamey
cov,Cao Miao,Cao Miao
cow,Cowlitz,Cowlitz
cox,Nanti,Nanti
coz,Chochotec,Chochotec
cpa,"Chinantec, Palantla",Palantla Chinantec
cpb,"Ashéninka, Ucayali-Yurúa",Ucayali-Yurúa Ashéninka
cpc,Ajyíninka Apurucayali,Ajyíninka Apurucayali
cpg,"Greek, Cappadocian",Cappadocian Greek
cpi,"Pidgin English, Chinese",Chinese Pidgin English
cpn,Cherepon,Cherepon
cpo,Kpeego,Kpeego
cps,Capiznon,Capiznon
cpu,"Ashéninka, Pichis",Pichis Ashéninka
cpx,"Chinese, Pu-Xian",Pu-Xian Chinese
cpy,"Ashéninka, South Ucayali",South Ucayali Ashéninka
cqd,"Miao, Chuanqiandian Cluster",Chuanqiandian Cluster Miao
cra,Chara,Chara
crb,"Carib, Island",Island Carib
crc,Lonwolwol,Lonwolwol
crd,Coeur d'Alene,Coeur d'Alene
cre,Cree,Cree
crf,Caramanta,Caramanta
crg,Michif,Michif
crh,"Tatar, Crimean",Crimean Tatar
crh,"Turkish, Crimean",Crimean Turkish
cri,Sãotomense,Sãotomense
crj,"Cree, Southern East",Southern East Cree
crk,"Cree, Plains",Plains Cree
crl,"Cree, Northern East",Northern East Cree
crm,"Cree, Moose",Moose Cree
crn,"Cora, El Nayar",El Nayar Cora
cro,Crow,Crow
crq,"Chorote, Iyo'wujwa",Iyo'wujwa Chorote
crr,"Algonquian, Carolina",Carolina Algonquian
crs,"Creole French, Seselwa",Seselwa Creole French
crt,"Chorote, Iyojwa'ja",Iyojwa'ja Chorote
crv,Chaura,Chaura
crw,Chrau,Chrau
crx,Carrier,Carrier
cry,Cori,Cori
crz,Cruzeño,Cruzeño
csa,"Chinantec, Chiltepec",Chiltepec Chinantec
csb,Kashubian,Kashubian
csc,Catalan Sign Language,Catalan Sign Language
csc,Lengua de señas catalana,Lengua de señas catalana
csc,Llengua de Signes Catalana,Llengua de Signes Catalana
csd,Chiangmai Sign Language,Chiangmai Sign Language
cse,Czech Sign Language,Czech Sign Language
csf,Cuba Sign Language,Cuba Sign Language
csg,Chilean Sign Language,Chilean Sign Language
csh,"Chin, Asho",Asho Chin
csi,"Miwok, Coast",Coast Miwok
csj,"Chin, Songlai",Songlai Chin
csk,Jola-Kasa,Jola-Kasa
csl,Chinese Sign Language,Chinese Sign Language
csm,"Miwok, Central Sierra",Central Sierra Miwok
csn,Colombian Sign Language,Colombian Sign Language
cso,"Chinantec, Sochiapam",Sochiapam Chinantec
cso,"Chinantec, Sochiapan",Sochiapan Chinantec
csp,"Chinese, Southern Ping",Southern Ping Chinese
csp,"Pinghua, Southern",Southern Pinghua
csq,Croatia Sign Language,Croatia Sign Language
csr,Costa Rican Sign Language,Costa Rican Sign Language
css,"Ohlone, Southern",Southern Ohlone
cst,"Ohlone, Northern",Northern Ohlone
csv,"Chin, Sumtu",Sumtu Chin
csw,"Cree, Swampy",Swampy Cree
csx,Cambodian Sign Language,Cambodian Sign Language
csy,"Chin, Siyin",Siyin Chin
csz,Coos,Coos
cta,"Chatino, Tataltepec",Tataltepec Chatino
ctc,Chetco,Chetco
ctd,"Chin, Tedim",Tedim Chin
cte,"Chinantec, Tepinapa",Tepinapa Chinantec
ctg,Chittagonian,Chittagonian
cth,"Chin, Thaiphum",Thaiphum Chin
ctl,"Chinantec, Tlacoatzintepec",Tlacoatzintepec Chinantec
ctm,Chitimacha,Chitimacha
ctn,Chhintange,Chhintange
cto,Emberá-Catío,Emberá-Catío
ctp,"Chatino, Western Highland",Western Highland Chatino
cts,"Bikol, Northern Catanduanes",Northern Catanduanes Bikol
ctt,"Chetti, Wayanad",Wayanad Chetti
ctu,Chol,Chol
cty,Moundadan Chetty,Moundadan Chetty
ctz,"Chatino, Zacatepec",Zacatepec Chatino
cua,Cua,Cua
cub,Cubeo,Cubeo
cuc,"Chinantec, Usila",Usila Chinantec
cuh,Chuka,Chuka
cuh,Gichuka,Gichuka
cui,Cuiba,Cuiba
cuj,Mashco Piro,Mashco Piro
cuk,"Kuna, San Blas",San Blas Kuna
cul,Culina,Culina
cul,Kulina,Kulina
cuo,Cumanagoto,Cumanagoto
cup,Cupeño,Cupeño
cuq,Cun,Cun
cur,Chhulung,Chhulung
cut,"Cuicatec, Teutila",Teutila Cuicatec
cuu,Tai Ya,Tai Ya
cuv,Cuvok,Cuvok
cuw,Chukwa,Chukwa
cux,"Cuicatec, Tepeuxila",Tepeuxila Cuicatec
cuy,Cuitlatec,Cuitlatec
cvg,Chug,Chug
cvn,"Chinantec, Valle Nacional",Valle Nacional Chinantec
cwa,Kabwa,Kabwa
cwb,Maindo,Maindo
cwd,"Cree, Woods",Woods Cree
cwe,Kwere,Kwere
cwg,Cheq Wong,Cheq Wong
cwg,Chewong,Chewong
cwt,Kuwaataay,Kuwaataay
cxh,Cha'ari,Cha'ari
cya,"Chatino, Nopala",Nopala Chatino
cyb,Cayubaba,Cayubaba
cym,Welsh,Welsh
cyo,Cuyonon,Cuyonon
czh,"Chinese, Huizhou",Huizhou Chinese
czk,Knaanic,Knaanic
czn,"Chatino, Zenzontepec",Zenzontepec Chatino
czo,"Chinese, Min Zhong",Min Zhong Chinese
czt,"Chin, Zotung",Zotung Chin
daa,Dangaléat,Dangaléat
dac,Dambi,Dambi
dad,Marik,Marik
dae,Duupa,Duupa
dag,Dagbani,Dagbani
dah,Gwahatike,Gwahatike
dai,Day,Day
daj,"Daju, Dar Fur",Dar Fur Daju
dak,Dakota,Dakota
dal,Dahalo,Dahalo
dam,Damakawa,Damakawa
dan,Danish,Danish
dao,"Chin, Daai",Daai Chin
daq,"Maria, Dandami",Dandami Maria
dar,Dargwa,Dargwa
das,Daho-Doo,Daho-Doo
dau,"Daju, Dar Sila",Dar Sila Daju
dav,Dawida,Dawida
dav,Taita,Taita
daw,Davawenyo,Davawenyo
dax,Dayi,Dayi
daz,Dao,Dao
daz,Moi-Wadea,Moi-Wadea
dba,Bangime,Bangime
dbb,Deno,Deno
dbd,Dadiya,Dadiya
dbe,Dabe,Dabe
dbf,Edopi,Edopi
dbg,"Dogon, Dogul Dom",Dogul Dom Dogon
dbi,Doka,Doka
dbj,Ida'an,Ida'an
dbl,Dyirbal,Dyirbal
dbm,Duguri,Duguri
dbn,Duriankere,Duriankere
dbo,Dulbu,Dulbu
dbp,Duwai,Duwai
dbq,Daba,Daba
dbr,Dabarre,Dabarre
dbt,"Dogon, Ben Tey",Ben Tey Dogon
dbu,"Dogon, Bondum Dom",Bondum Dom Dogon
dbv,Dungu,Dungu
dbw,"Dogon, Bankan Tey",Bankan Tey Dogon
dby,Dibiyaso,Dibiyaso
dcc,Deccan,Deccan
dcr,Negerhollands,Negerhollands
dda,Dadi Dadi,Dadi Dadi
ddd,Dongotono,Dongotono
dde,Doondo,Doondo
ddg,Fataluku,Fataluku
ddi,"Goodenough, West",West Goodenough
ddj,Jaru,Jaru
ddn,Dendi (Benin),Dendi (Benin)
ddo,Dido,Dido
ddr,Dhudhuroa,Dhudhuroa
dds,"Dogon, Donno So",Donno So Dogon
ddw,Dawera-Daweloor,Dawera-Daweloor
dec,Dagik,Dagik
ded,Dedua,Dedua
dee,Dewoin,Dewoin
def,Dezfuli,Dezfuli
deg,Degema,Degema
deh,Dehwari,Dehwari
dei,Demisa,Demisa
del,Delaware,Delaware
dem,Dem,Dem
den,Slave (Athapascan),Slave (Athapascan)
